dealt,desired,first_to_play,dealer,wild_suit,player0desired,player1desired,player2desired,player3desired,result,hand1,hand2,hand3,hand4,hand5,hand6,hand7,hand8,hand9,deciding_player
1,0,2,1,2,0,-1,0,1,1,25,44,44,44,44,44,44,44,44,1
2,0,2,2,0,-1,-1,1,2,1,5,4,44,44,44,44,44,44,44,0
2,2,2,2,0,-1,-1,1,-1,1,7,34,44,44,44,44,44,44,44,3
3,1,3,3,1,-1,-1,-1,2,1,31,12,8,44,44,44,44,44,44,0
3,1,3,3,1,1,-1,-1,2,1,28,21,34,44,44,44,44,44,44,1
4,0,0,0,4,-1,-1,-1,-1,1,8,33,19,22,44,44,44,44,44,0
4,0,0,0,4,0,-1,-1,-1,1,18,20,6,26,44,44,44,44,44,1
4,1,0,0,4,0,0,-1,-1,1,34,23,2,30,44,44,44,44,44,2
5,0,3,1,2,-1,-1,-1,4,1,18,1,25,4,0,44,44,44,44,0
5,2,3,1,2,0,-1,-1,4,1,5,21,7,28,24,44,44,44,44,1
6,2,3,2,3,2,-1,-1,6,1,34,29,15,2,23,26,44,44,44,1
7,3,2,3,3,-1,-1,-1,-1,1,18,26,13,30,31,24,9,44,44,2
8,0,2,0,0,2,-1,7,5,1,12,32,27,8,24,31,16,28,44,1
9,1,0,1,0,-1,-1,-1,-1,1,22,4,13,31,1,19,27,20,23,0
8,0,0,1,0,2,-1,-1,-1,1,25,7,5,33,21,20,24,23,44,1
8,3,0,1,0,2,0,-1,-1,1,34,8,10,15,6,16,26,17,44,2
7,2,0,2,0,1,-1,-1,-1,1,27,4,22,34,7,16,24,44,44,1
7,4,0,2,0,1,2,-1,-1,1,15,25,20,30,18,33,14,44,44,2
6,2,2,3,2,2,-1,5,0,1,34,32,6,16,7,15,44,44,44,1
5,0,0,0,3,0,-1,-1,-1,1,10,27,0,7,20,44,44,44,44,1
5,1,0,0,3,0,0,-1,-1,1,25,21,6,2,16,44,44,44,44,2
4,0,0,1,3,1,-1,-1,-1,1,10,4,7,11,44,44,44,44,44,1
4,1,0,1,3,1,0,-1,-1,1,2,26,33,3,44,44,44,44,44,2
3,0,0,2,0,-1,-1,-1,-1,1,16,32,31,44,44,44,44,44,44,0
3,2,0,2,0,0,0,3,-1,1,2,26,1,44,44,44,44,44,44,3
2,0,3,3,1,-1,-1,-1,2,1,20,10,44,44,44,44,44,44,44,0
1,0,1,0,3,-1,1,1,1,1,31,44,44,44,44,44,44,44,44,0
1,1,1,0,3,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,1
9,0,1,1,3,-1,3,3,6,1,26,5,12,16,13,32,1,8,15,0
9,1,1,2,3,-1,2,0,7,1,34,19,17,24,20,11,5,4,26,0
9,2,1,2,3,-1,-1,-1,-1,1,3,16,33,22,9,12,18,34,32,1
9,2,0,0,3,-1,-1,-1,-1,1,34,20,25,0,23,5,27,16,3,0
1,0,3,2,3,0,-1,-1,0,1,22,44,44,44,44,44,44,44,44,1
1,0,3,2,3,0,0,-1,0,1,20,44,44,44,44,44,44,44,44,2
1,0,3,2,3,-1,-1,-1,-1,1,2,44,44,44,44,44,44,44,44,3
2,0,0,3,2,-1,-1,-1,-1,1,25,3,44,44,44,44,44,44,44,0
2,0,0,3,2,0,-1,-1,-1,1,13,27,44,44,44,44,44,44,44,1
2,1,0,3,2,0,0,0,-1,1,29,4,44,44,44,44,44,44,44,3
3,0,3,0,4,-1,-1,-1,1,1,33,29,28,44,44,44,44,44,44,0
4,1,2,1,2,-1,-1,0,4,1,7,28,22,3,44,44,44,44,44,0
6,1,0,3,0,-1,-1,-1,-1,1,12,33,0,4,3,22,44,44,44,0
7,1,3,0,2,1,-1,-1,2,1,6,17,15,0,23,34,10,44,44,1
7,2,3,0,2,-1,-1,-1,-1,1,31,19,16,13,5,24,21,44,44,3
9,2,0,3,2,1,-1,-1,-1,1,0,24,30,2,26,11,5,34,15,1
9,2,3,0,2,0,1,-1,7,1,23,1,27,34,34,12,32,33,19,2
8,0,0,2,4,-1,-1,-1,-1,1,7,2,12,4,23,11,29,27,44,0
7,0,1,3,2,-1,0,7,3,1,22,12,21,16,26,25,5,44,44,0
6,2,3,0,0,2,-1,-1,1,1,19,20,11,22,34,17,44,44,44,1
4,0,1,2,3,-1,2,0,3,1,8,16,18,27,44,44,44,44,44,0
3,0,2,3,3,2,-1,1,2,1,32,27,15,44,44,44,44,44,44,1
2,0,0,0,1,-1,-1,-1,-1,1,24,13,44,44,44,44,44,44,44,0
2,0,0,0,1,0,-1,-1,-1,1,2,32,44,44,44,44,44,44,44,1
2,1,0,0,1,0,0,2,-1,1,1,25,44,44,44,44,44,44,44,3
1,0,3,1,1,-1,-1,-1,1,1,29,44,44,44,44,44,44,44,44,0
1,0,3,1,1,0,-1,-1,1,1,11,44,44,44,44,44,44,44,44,1
1,0,3,1,1,0,0,-1,1,1,16,44,44,44,44,44,44,44,44,2
1,1,3,1,1,-1,-1,-1,-1,1,19,44,44,44,44,44,44,44,44,3
9,1,0,0,1,1,-1,-1,-1,1,9,29,8,1,12,5,13,32,19,1
9,0,0,1,1,-1,-1,-1,-1,1,3,25,12,16,33,26,0,21,14,0
9,2,0,1,1,0,-1,-1,-1,1,22,2,32,5,23,13,31,17,10,1
1,0,3,2,3,-1,-1,-1,1,1,7,44,44,44,44,44,44,44,44,0
1,1,3,2,3,0,-1,-1,1,1,25,44,44,44,44,44,44,44,44,1
2,1,1,3,3,-1,0,1,1,1,29,2,44,44,44,44,44,44,44,0
2,0,1,3,3,-1,-1,-1,-1,1,27,17,44,44,44,44,44,44,44,1
2,1,1,3,3,-1,0,1,-1,1,33,12,44,44,44,44,44,44,44,3
3,0,0,0,4,0,-1,-1,-1,1,22,8,15,44,44,44,44,44,44,1
3,0,0,0,4,0,0,1,-1,1,9,23,5,44,44,44,44,44,44,3
4,0,2,1,0,-1,-1,3,2,1,4,9,31,3,44,44,44,44,44,0
4,2,2,1,0,-1,-1,3,-1,1,12,33,13,6,44,44,44,44,44,3
5,1,1,2,2,-1,1,5,-1,1,6,22,26,34,5,44,44,44,44,3
6,0,0,3,2,3,-1,-1,-1,1,3,14,11,26,21,33,44,44,44,1
8,1,1,1,0,-1,-1,-1,-1,1,34,2,7,23,9,5,20,31,44,1
9,3,2,3,0,-1,-1,-1,-1,1,28,5,2,27,20,29,9,22,4,2
8,0,2,2,3,2,-1,4,0,1,6,19,3,22,24,12,4,0,44,1
7,0,3,3,0,1,-1,-1,0,1,13,23,8,2,32,20,17,44,44,1
7,1,3,3,0,1,0,-1,0,1,4,22,12,27,16,24,15,44,44,2
5,2,3,1,0,-1,-1,-1,0,1,34,9,18,17,24,44,44,44,44,0
5,0,3,1,0,2,-1,-1,0,1,12,8,11,5,7,44,44,44,44,1
5,0,3,1,0,-1,-1,-1,-1,1,3,31,28,34,15,44,44,44,44,3
3,0,1,3,2,-1,-1,-1,-1,1,17,30,0,44,44,44,44,44,44,1
2,0,3,0,3,0,-1,-1,2,1,22,7,44,44,44,44,44,44,44,1
1,0,2,1,3,-1,-1,1,1,1,7,44,44,44,44,44,44,44,44,0
1,0,2,1,3,0,-1,1,1,1,32,44,44,44,44,44,44,44,44,1
1,1,2,1,3,-1,-1,-1,-1,1,12,44,44,44,44,44,44,44,44,2
9,2,2,2,3,-1,-1,9,5,1,3,17,11,24,33,0,23,4,34,0
9,1,2,2,3,2,-1,9,5,1,29,22,26,10,19,14,20,7,28,1
9,1,3,0,3,2,-1,-1,3,1,10,33,1,14,28,15,8,31,19,1
9,3,3,0,3,-1,-1,-1,-1,1,6,17,30,32,3,11,25,5,0,3
1,1,2,1,1,-1,-1,0,1,1,34,44,44,44,44,44,44,44,44,0
1,0,2,1,1,1,-1,0,1,1,9,44,44,44,44,44,44,44,44,1
1,0,2,1,1,-1,-1,-1,-1,1,4,44,44,44,44,44,44,44,44,2
2,0,0,2,4,-1,-1,-1,-1,1,1,9,44,44,44,44,44,44,44,0
3,1,1,3,3,-1,0,2,3,1,21,31,10,44,44,44,44,44,44,0
3,0,1,3,3,-1,-1,-1,-1,1,4,16,8,44,44,44,44,44,44,1
3,2,1,3,3,-1,0,-1,-1,1,30,32,33,44,44,44,44,44,44,2
5,0,2,1,0,1,-1,1,5,1,12,7,5,20,31,44,44,44,44,1
5,1,2,1,0,-1,-1,-1,-1,1,32,0,23,2,30,44,44,44,44,2
6,3,0,2,2,1,1,2,-1,1,32,23,8,18,25,9,44,44,44,3
7,2,3,3,0,-1,-1,-1,5,1,32,30,15,22,5,25,24,44,44,0
9,2,1,1,3,-1,2,7,-1,1,3,4,7,13,11,2,24,21,15,3
9,0,1,2,3,-1,2,5,5,1,17,31,14,26,11,4,22,23,1,0
9,1,3,3,3,-1,-1,-1,0,1,19,3,12,26,1,7,24,33,32,0
9,3,2,0,3,-1,-1,3,2,1,5,23,18,34,24,21,33,17,27,0
7,1,0,2,3,-1,-1,-1,-1,1,13,15,24,30,8,29,6,44,44,0
6,0,1,3,3,-1,-1,-1,-1,1,1,12,19,8,28,0,44,44,44,1
5,0,2,0,2,-1,-1,3,-1,1,29,26,16,4,12,44,44,44,44,3
4,0,0,1,2,0,-1,-1,-1,1,13,15,8,23,44,44,44,44,44,1
3,0,0,2,0,1,-1,-1,-1,1,19,16,24,44,44,44,44,44,44,1
2,0,0,3,0,0,-1,-1,-1,1,1,24,44,44,44,44,44,44,44,1
2,0,0,3,0,0,0,2,-1,1,29,19,44,44,44,44,44,44,44,3
1,0,0,0,0,0,-1,-1,-1,1,4,44,44,44,44,44,44,44,44,1
9,1,0,1,0,1,-1,-1,-1,1,24,22,5,33,8,17,20,11,2,1
9,3,2,3,0,-1,-1,6,5,1,10,14,26,5,17,23,34,34,8,0
9,1,2,0,0,-1,-1,2,8,1,5,8,15,23,19,34,32,25,29,0
1,0,2,1,2,-1,-1,0,1,1,2,44,44,44,44,44,44,44,44,0
1,0,2,1,2,0,-1,0,1,1,27,44,44,44,44,44,44,44,44,1
1,0,2,1,2,-1,-1,-1,-1,1,22,44,44,44,44,44,44,44,44,2
1,1,2,1,2,-1,-1,0,-1,1,28,44,44,44,44,44,44,44,44,3
2,0,3,2,1,-1,-1,-1,1,1,2,5,44,44,44,44,44,44,44,0
2,2,3,2,1,0,-1,-1,1,1,34,31,44,44,44,44,44,44,44,1
3,0,1,3,1,-1,-1,-1,-1,1,21,2,0,44,44,44,44,44,44,1
3,2,1,3,1,-1,0,-1,-1,1,14,22,7,44,44,44,44,44,44,2
3,0,1,3,1,-1,0,2,-1,1,28,4,5,44,44,44,44,44,44,3
4,1,0,0,0,0,1,-1,-1,1,32,10,4,21,44,44,44,44,44,2
5,1,0,1,1,0,-1,-1,-1,1,22,12,14,23,10,44,44,44,44,1
6,1,2,2,1,0,-1,5,2,1,27,16,4,24,20,22,44,44,44,1
8,0,0,0,3,-1,-1,-1,-1,1,5,16,32,12,24,23,22,11,44,0
9,1,1,1,3,-1,-1,-1,-1,1,28,20,14,0,19,34,24,6,27,1
9,2,1,1,3,-1,1,2,-1,1,17,31,11,32,16,10,21,13,23,3
9,2,2,2,3,1,-1,3,5,1,21,2,6,29,5,19,4,1,24,1
9,0,1,3,3,-1,2,1,5,1,29,20,19,1,30,28,13,24,23,0
9,1,1,3,3,-1,2,-1,-1,1,27,2,0,10,18,6,5,9,15,2
8,0,0,1,2,-1,-1,-1,-1,1,3,2,25,1,27,5,21,9,44,0
8,2,0,1,2,0,-1,-1,-1,1,20,15,22,12,14,34,11,30,44,1
7,1,3,2,2,-1,-1,-1,1,1,22,19,33,28,30,15,5,44,44,0
6,0,0,3,3,2,1,-1,-1,1,8,26,12,27,9,23,44,44,44,2
5,0,1,0,1,-1,1,0,1,1,25,33,8,26,28,44,44,44,44,0
5,1,1,0,1,-1,-1,-1,-1,1,9,19,22,20,14,44,44,44,44,1
3,0,3,2,3,1,1,-1,2,1,34,29,25,44,44,44,44,44,44,2
2,0,0,3,3,-1,-1,-1,-1,1,22,27,44,44,44,44,44,44,44,0
2,0,0,3,3,0,1,-1,-1,1,14,21,44,44,44,44,44,44,44,2
1,0,1,0,0,-1,0,0,1,1,27,44,44,44,44,44,44,44,44,0
1,0,1,0,0,-1,0,-1,-1,1,11,44,44,44,44,44,44,44,44,2
9,0,0,3,0,1,-1,-1,-1,1,28,3,13,17,12,5,20,8,24,1
9,2,0,0,0,-1,-1,-1,-1,1,30,15,18,32,0,1,20,13,29,0
1,0,0,3,2,0,-1,-1,-1,1,1,44,44,44,44,44,44,44,44,1
1,0,0,3,2,0,0,1,-1,1,3,44,44,44,44,44,44,44,44,3
2,0,0,0,2,1,1,-1,-1,1,22,3,44,44,44,44,44,44,44,2
3,0,1,1,2,-1,0,0,3,1,13,8,30,44,44,44,44,44,44,0
3,0,1,1,2,-1,-1,-1,-1,1,14,31,7,44,44,44,44,44,44,1
4,1,3,2,0,-1,-1,-1,2,1,13,30,32,1,44,44,44,44,44,0
4,0,3,2,0,1,-1,-1,2,1,2,28,29,5,44,44,44,44,44,1
5,2,2,3,2,-1,-1,-1,-1,1,34,29,12,34,10,44,44,44,44,2
6,1,0,0,1,2,-1,-1,-1,1,3,34,0,15,13,29,44,44,44,1
7,1,2,1,3,-1,-1,0,4,1,30,22,24,10,34,12,19,44,44,0
8,0,2,2,0,3,-1,7,2,1,16,23,8,32,10,3,7,31,44,1
9,2,0,3,0,2,-1,-1,-1,1,23,26,32,20,25,3,14,13,30,1
9,1,0,3,0,2,2,-1,-1,1,8,19,18,22,7,31,4,15,12,2
9,2,0,3,0,2,2,1,-1,1,16,24,5,2,27,17,1,33,28,3
9,2,0,0,0,1,-1,-1,-1,1,0,7,21,28,5,26,20,17,22,1
9,1,0,2,0,-1,-1,-1,-1,1,16,24,27,5,12,30,14,28,10,0
5,4,1,2,3,-1,1,-1,-1,1,20,34,29,25,30,44,44,44,44,2
4,0,2,3,2,-1,-1,3,2,1,29,22,27,7,44,44,44,44,44,0
4,0,2,3,2,0,-1,3,2,1,9,2,3,30,44,44,44,44,44,1
4,2,2,3,2,-1,-1,3,-1,1,17,19,26,33,44,44,44,44,44,3
3,2,3,0,0,-1,-1,-1,2,1,34,9,34,44,44,44,44,44,44,0
2,0,0,1,3,0,-1,-1,-1,1,8,5,44,44,44,44,44,44,44,1
2,0,0,1,3,0,0,2,-1,1,15,19,44,44,44,44,44,44,44,3
1,0,2,2,1,-1,-1,1,1,1,3,44,44,44,44,44,44,44,44,0
1,0,2,2,1,0,-1,1,1,1,17,44,44,44,44,44,44,44,44,1
1,1,2,2,1,-1,-1,-1,-1,1,19,44,44,44,44,44,44,44,44,2
9,4,3,0,1,-1,-1,-1,2,1,11,19,13,34,26,23,16,31,1,0
9,1,1,1,1,-1,-1,-1,-1,1,20,25,19,3,17,13,6,32,29,1
9,0,3,2,1,-1,-1,-1,9,1,1,17,0,29,8,9,4,14,24,0
1,0,3,2,2,-1,-1,-1,0,1,27,44,44,44,44,44,44,44,44,0
1,0,3,2,2,0,-1,-1,0,1,6,44,44,44,44,44,44,44,44,1
1,0,3,2,2,0,0,-1,0,1,31,44,44,44,44,44,44,44,44,2
2,0,3,3,2,-1,-1,-1,1,1,25,2,44,44,44,44,44,44,44,0
2,0,3,3,2,0,-1,-1,1,1,21,5,44,44,44,44,44,44,44,1
3,1,3,0,1,-1,-1,-1,2,1,5,11,19,44,44,44,44,44,44,0
3,1,3,0,1,1,0,-1,2,1,28,10,13,44,44,44,44,44,44,2
4,1,2,1,3,-1,-1,2,3,1,28,25,30,3,44,44,44,44,44,0
5,0,1,2,2,-1,-1,-1,-1,1,17,7,31,21,3,44,44,44,44,1
5,1,1,2,2,-1,0,5,-1,1,30,12,0,6,34,44,44,44,44,3
6,1,2,3,3,1,-1,0,1,1,30,2,25,11,5,24,44,44,44,1
8,0,1,1,2,-1,0,-1,-1,1,3,9,6,10,28,21,27,7,44,2
8,2,1,1,2,-1,0,0,-1,1,29,31,13,11,34,17,5,12,44,3
9,0,0,3,2,0,-1,-1,-1,1,18,8,14,6,0,17,21,26,22,1
8,0,0,2,1,-1,-1,-1,-1,1,25,14,9,5,13,26,0,1,44,0
8,1,0,2,1,0,2,3,-1,1,8,22,4,29,6,34,30,18,44,3
7,5,2,3,1,-1,-1,5,-1,1,4,6,7,11,8,20,30,44,44,3
6,2,3,0,1,-1,-1,-1,6,1,31,30,4,20,28,27,44,44,44,0
6,1,3,0,1,2,0,-1,6,1,22,18,34,0,21,12,44,44,44,2
5,1,3,1,1,0,-1,-1,3,1,27,21,4,13,1,44,44,44,44,1
5,3,3,1,1,-1,-1,-1,-1,1,29,5,24,10,16,44,44,44,44,3
4,0,0,2,2,1,0,-1,-1,1,25,12,23,11,44,44,44,44,44,2
4,0,0,2,2,1,0,0,-1,1,15,21,3,19,44,44,44,44,44,3
3,0,1,3,2,-1,1,2,0,1,30,7,14,44,44,44,44,44,44,0
2,0,1,0,3,-1,1,1,0,1,22,4,44,44,44,44,44,44,44,0
2,1,1,0,3,-1,-1,-1,-1,1,23,25,44,44,44,44,44,44,44,1
1,0,1,1,0,-1,0,0,1,1,19,44,44,44,44,44,44,44,44,0
1,0,1,1,0,-1,-1,-1,-1,1,12,44,44,44,44,44,44,44,44,1
9,0,2,2,0,-1,-1,5,7,1,27,19,0,32,21,13,1,31,7,0
9,1,0,0,0,-1,-1,-1,-1,1,13,2,27,16,3,25,23,34,10,0
9,2,0,0,0,1,1,-1,-1,1,30,22,6,8,15,9,33,12,7,2
9,0,3,1,0,2,-1,-1,1,1,29,33,0,28,1,27,2,20,11,1
1,1,2,1,3,-1,-1,0,0,1,34,44,44,44,44,44,44,44,44,0
1,0,2,1,3,1,-1,0,0,1,2,44,44,44,44,44,44,44,44,1
1,0,2,1,3,-1,-1,-1,-1,1,29,44,44,44,44,44,44,44,44,2
1,0,2,1,3,-1,-1,0,-1,1,12,44,44,44,44,44,44,44,44,3
2,1,0,2,1,-1,-1,-1,-1,1,7,31,44,44,44,44,44,44,44,0
2,0,0,2,1,1,-1,-1,-1,1,8,32,44,44,44,44,44,44,44,1
2,0,0,2,1,1,0,0,-1,1,14,3,44,44,44,44,44,44,44,3
3,0,0,3,3,-1,-1,-1,-1,1,27,19,3,44,44,44,44,44,44,0
4,1,2,0,0,-1,-1,2,1,1,16,33,20,30,44,44,44,44,44,0
4,2,2,0,0,-1,-1,-1,-1,1,28,6,29,2,44,44,44,44,44,2
5,2,2,1,3,-1,-1,0,2,1,27,15,21,25,32,44,44,44,44,0
6,0,0,2,2,-1,-1,-1,-1,1,31,30,18,15,27,11,44,44,44,0
6,3,0,2,2,0,-1,-1,-1,1,3,34,32,6,34,26,44,44,44,1
9,0,0,3,4,2,-1,-1,-1,1,0,3,19,29,20,24,1,17,6,1
9,2,2,0,4,-1,-1,8,5,1,22,34,18,20,23,4,34,12,1,0
8,1,1,1,3,-1,-1,-1,-1,1,7,29,16,15,1,30,13,12,44,1
7,1,3,2,0,1,-1,-1,6,1,13,27,31,3,11,32,22,44,44,1
6,1,0,3,1,-1,-1,-1,-1,1,29,5,7,34,20,8,44,44,44,0
5,1,3,0,2,-1,-1,-1,4,1,7,34,14,26,6,44,44,44,44,0
5,0,3,0,2,1,-1,-1,4,1,30,29,18,17,4,44,44,44,44,1
4,0,3,1,3,1,-1,-1,2,1,15,5,14,30,44,44,44,44,44,1
3,0,0,2,0,0,-1,-1,-1,1,20,19,24,44,44,44,44,44,44,1
3,2,0,2,0,0,0,-1,-1,1,33,16,22,44,44,44,44,44,44,2
2,0,0,3,1,-1,-1,-1,-1,1,1,32,44,44,44,44,44,44,44,0
2,0,0,3,1,0,-1,-1,-1,1,22,6,44,44,44,44,44,44,44,1
1,0,2,0,2,0,-1,1,1,1,16,44,44,44,44,44,44,44,44,1
9,1,1,2,2,-1,2,3,5,1,1,19,12,8,26,3,31,24,10,0
9,2,1,2,2,-1,-1,-1,-1,1,13,34,29,23,21,6,17,11,32,1
9,0,0,0,2,2,-1,-1,-1,1,23,31,4,21,26,19,6,15,16,1
1,0,0,3,0,0,-1,-1,-1,1,12,44,44,44,44,44,44,44,44,1
1,0,0,3,0,0,0,-1,-1,1,34,44,44,44,44,44,44,44,44,2
1,0,0,3,0,0,0,0,-1,1,9,44,44,44,44,44,44,44,44,3
2,0,0,0,0,-1,-1,-1,-1,1,25,2,44,44,44,44,44,44,44,0
3,0,1,1,3,-1,1,3,1,1,31,0,18,44,44,44,44,44,44,0
3,3,1,1,3,-1,1,-1,-1,1,30,25,27,44,44,44,44,44,44,2
4,0,2,2,4,0,-1,3,4,1,3,18,17,1,44,44,44,44,44,1
7,0,1,1,1,-1,-1,-1,-1,1,0,17,1,22,11,9,18,44,44,1
8,1,3,2,2,2,-1,-1,1,1,14,26,2,5,7,3,6,32,44,1
8,1,3,2,2,-1,-1,-1,-1,1,31,10,0,17,33,16,25,4,44,3
9,5,0,3,2,3,1,-1,-1,1,28,6,0,26,17,1,16,32,31,2
9,0,2,0,2,-1,-1,4,5,1,5,14,0,29,15,16,21,2,25,0
9,2,2,0,2,0,-1,4,5,1,19,24,33,11,8,3,27,26,34,1
9,5,2,0,2,-1,-1,4,-1,1,10,1,9,31,28,7,12,34,32,3
9,1,3,1,2,-1,-1,-1,3,1,31,24,12,27,11,13,19,17,30,0
9,3,3,1,2,-1,-1,-1,-1,1,9,10,23,4,20,18,25,15,8,3
9,2,1,2,2,-1,1,3,7,1,24,14,15,12,32,10,21,6,1,0
7,1,2,0,2,0,-1,6,5,1,21,19,2,31,11,17,20,44,44,1
5,0,1,2,0,-1,1,3,4,1,1,24,6,12,20,44,44,44,44,0
5,1,1,2,0,-1,-1,-1,-1,1,13,3,17,18,4,44,44,44,44,1
4,0,2,3,4,-1,-1,0,2,1,29,1,6,7,44,44,44,44,44,0
4,0,2,3,4,0,-1,0,2,1,4,13,16,32,44,44,44,44,44,1
4,0,2,3,4,-1,-1,-1,-1,1,34,30,14,8,44,44,44,44,44,2
3,0,3,0,2,-1,-1,-1,0,1,3,31,25,44,44,44,44,44,44,0
2,0,1,1,4,-1,0,1,1,1,24,22,44,44,44,44,44,44,44,0
1,0,1,2,0,-1,1,1,0,1,13,44,44,44,44,44,44,44,44,0
1,1,1,2,0,-1,-1,-1,-1,1,30,44,44,44,44,44,44,44,44,1
1,0,1,2,0,-1,1,1,-1,1,1,44,44,44,44,44,44,44,44,3
9,1,1,3,0,-1,-1,-1,-1,1,0,5,31,22,16,17,19,25,12,1
9,2,0,1,0,-1,-1,-1,-1,1,30,6,19,7,26,5,2,24,17,0
9,2,0,2,0,1,3,3,-1,1,30,10,13,1,16,18,19,15,17,3
1,0,0,3,1,-1,-1,-1,-1,1,28,44,44,44,44,44,44,44,44,0
1,0,0,3,1,0,-1,-1,-1,1,29,44,44,44,44,44,44,44,44,1
1,1,0,3,1,0,0,-1,-1,1,27,44,44,44,44,44,44,44,44,2
2,0,2,0,1,1,-1,2,1,1,22,4,44,44,44,44,44,44,44,1
3,0,0,1,3,-1,-1,-1,-1,1,12,18,6,44,44,44,44,44,44,0
3,1,0,1,3,0,-1,-1,-1,1,9,25,19,44,44,44,44,44,44,1
3,0,0,1,3,0,1,-1,-1,1,29,33,8,44,44,44,44,44,44,2
3,2,0,1,3,0,1,0,-1,1,34,0,22,44,44,44,44,44,44,3
4,0,3,2,4,-1,-1,-1,3,1,11,29,21,2,44,44,44,44,44,0
5,1,1,3,0,-1,-1,-1,-1,1,33,19,34,20,27,44,44,44,44,1
6,1,2,0,2,0,-1,3,5,1,6,26,32,27,0,29,44,44,44,1
6,3,2,0,2,-1,-1,-1,-1,1,20,8,11,24,9,18,44,44,44,2
8,3,3,2,3,-1,-1,-1,1,1,25,11,6,33,16,34,31,24,44,0
8,1,3,2,3,3,-1,-1,1,1,9,3,0,34,5,30,18,28,44,1
9,1,0,3,3,-1,-1,-1,-1,1,17,5,25,0,8,31,20,14,3,0
9,1,0,3,3,1,-1,-1,-1,1,16,15,11,7,28,1,33,32,10,1
9,1,2,0,3,-1,-1,4,7,1,4,0,34,11,9,7,24,10,30,0
9,1,3,1,3,0,-1,-1,1,1,25,24,27,8,5,10,26,16,15,1
9,1,0,2,3,1,3,-1,-1,1,11,9,18,34,17,27,22,10,28,2
7,1,0,0,3,1,-1,-1,-1,1,27,3,31,7,15,34,32,44,44,1
5,0,2,2,4,-1,-1,0,0,1,11,7,18,27,4,44,44,44,44,0
5,0,2,2,4,0,-1,0,0,1,30,5,0,2,1,44,44,44,44,1
4,1,3,3,2,-1,-1,-1,2,1,0,21,34,1,44,44,44,44,44,0
4,0,3,3,2,1,-1,-1,2,1,8,12,2,7,44,44,44,44,44,1
3,0,2,0,1,-1,-1,-1,-1,1,22,4,24,44,44,44,44,44,44,2
2,0,1,1,2,-1,-1,-1,-1,1,26,33,44,44,44,44,44,44,44,1
2,0,1,1,2,-1,0,-1,-1,1,9,21,44,44,44,44,44,44,44,2
1,0,0,2,3,-1,-1,-1,-1,1,3,44,44,44,44,44,44,44,44,0
9,2,2,0,3,-1,-1,1,5,1,34,10,28,12,1,8,7,5,21,0
9,1,2,0,3,2,-1,1,5,1,16,17,14,9,27,34,4,32,23,1
9,1,3,1,3,-1,-1,-1,6,1,34,28,24,3,18,14,10,15,16,0
9,6,3,1,3,-1,-1,-1,-1,1,5,17,4,33,19,25,22,31,27,3
1,0,3,2,0,-1,-1,-1,1,1,13,44,44,44,44,44,44,44,44,0
1,0,3,2,0,0,-1,-1,1,1,9,44,44,44,44,44,44,44,44,1
1,0,3,2,0,0,0,-1,1,1,14,44,44,44,44,44,44,44,44,2
1,1,3,2,0,-1,-1,-1,-1,1,32,44,44,44,44,44,44,44,44,3
2,1,3,3,2,-1,-1,-1,0,1,34,10,44,44,44,44,44,44,44,0
2,0,3,3,2,1,-1,-1,0,1,7,14,44,44,44,44,44,44,44,1
2,0,3,3,2,-1,-1,-1,-1,1,15,34,44,44,44,44,44,44,44,3
3,0,2,0,3,-1,-1,3,3,1,3,17,7,44,44,44,44,44,44,0
4,1,1,1,1,-1,1,4,2,1,34,3,25,33,44,44,44,44,44,0
5,3,1,2,2,-1,0,5,-1,1,33,16,22,17,32,44,44,44,44,3
6,0,3,3,2,2,-1,-1,5,1,5,26,22,23,10,7,44,44,44,1
9,0,0,2,2,-1,-1,-1,-1,1,9,21,7,2,14,18,3,0,22,0
9,1,0,2,2,0,-1,-1,-1,1,10,12,4,6,5,17,25,29,28,1
9,3,3,3,2,-1,-1,-1,7,1,4,23,14,34,30,16,32,27,34,0
9,0,0,1,2,-1,-1,-1,-1,1,31,1,13,8,21,18,15,0,9,0
6,2,0,0,1,-1,-1,-1,-1,1,10,27,31,30,6,0,44,44,44,0
4,0,0,2,0,-1,-1,-1,-1,1,19,11,4,17,44,44,44,44,44,0
3,0,1,3,0,-1,-1,-1,-1,1,21,23,1,44,44,44,44,44,44,1
3,0,1,3,0,-1,0,-1,-1,1,34,19,26,44,44,44,44,44,44,2
2,0,3,0,0,-1,-1,-1,1,1,3,32,44,44,44,44,44,44,44,0
2,1,3,0,0,0,-1,-1,1,1,18,1,44,44,44,44,44,44,44,1
2,1,3,0,0,-1,-1,-1,-1,1,26,34,44,44,44,44,44,44,44,3
1,0,3,1,3,0,-1,-1,0,1,8,44,44,44,44,44,44,44,44,1
1,0,3,1,3,0,0,-1,0,1,33,44,44,44,44,44,44,44,44,2
1,0,3,1,3,-1,-1,-1,-1,1,28,44,44,44,44,44,44,44,44,3
9,1,0,2,3,-1,-1,-1,-1,1,26,33,24,0,5,15,30,8,4,0
9,2,0,2,3,1,-1,-1,-1,1,6,18,21,10,1,22,31,34,3,1
9,4,0,3,3,0,0,0,-1,1,2,25,18,11,1,3,26,21,13,3
